"UPM","VIV_SEL","HOGAR","NUMREN","P1_1","P1_2","P1_2_2","P1_2_3","NIVEL","GRADO","P1_3","P1_4","P1_5","P1_6_1","P1_6_2","P1_6_3","P1_6_4","P1_6_5","P1_6_6","P1_6_7","P1_6_8","P1_6_9","P1_6_10","P1_6_11","P1_7","P1_8_1","P1_8_2","P1_9","P1_10","P1_11","P1_12","P1_13","P1_14","P1_15_1","P1_15_2","P1_15_3","P1_15_4","P1_15_5","P1_15_6","P1_16","P2_1","P2_2","P2_3_1","P2_3_2","P2_3_3","P2_3_4","P2_3_5","P2_3_6","P2_3_7","P2_3_8","P2_4","P2_5","P2_6_1","P2_6_2","P2_6_3","P2_6_4","P2_6_5","P2_6_6","P2_6_7","P2_6_8","P3_1","P3_2","P3_3","P3_4","P3_5","P3_6","P3_7","P3_8","P3_9","P3_10","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_2_6","P4_2_7","P4_3_1","P4_3_2","P4_4_1_1","P4_4_1_2","P4_4_1_3","P4_4_1_4","P4_4_1_8","P4_4_2_1","P4_4_2_2","P4_4_2_3","P4_4_2_4","P4_4_2_8","P4_4_3_1","P4_4_3_2","P4_4_3_3","P4_4_3_4","P4_4_3_8","P4_4_4_1","P4_4_4_2","P4_4_4_3","P4_4_4_4","P4_4_4_8","P4_4_5_1","P4_4_5_2","P4_4_5_3","P4_4_5_4","P4_4_5_8","P4_4_6_1","P4_4_6_2","P4_4_6_3","P4_4_6_4","P4_4_6_8","P4_4_7_1","P4_4_7_2","P4_4_7_3","P4_4_7_4","P4_4_7_8","P4_5_1","P4_5_2","P4_5_3","P4_5_4","P4_5_5","P4_5_6","P4_5_7","P4_5_8","P4_5_9","P4_5_10","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_6_7","P4_6_8","P4_6_9","P4_6_10","P4_6_11","P4_7","P5_1","P5_2","P5_3","P5_4","P5_5","P5_6","P5_7","P5_8","P5_9","P5_10","P5_11","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17","P5_18","P5_19","P5_20","P5_21","P5_22","P5_23","P5_24","P5_25","P5_26","P5_27","P5_28","P5_29","P5_30","P5_31","P5_32","P5_33","P5_34","P5_35","P5_36","P5_37","P5_38","P5_39","P5_40","P5_41","P5_42","P5_43","P5_44","P5_45","P5_46","P5_47","P5_48","P5_49","P5_50","P5_51","P5_52","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P6_8","P6_9","P6_10","P6_11","P6_12","P6_13","P6_14","P6_15","P6_16","P6_17","P6_18","P6_19","P6_20","P6_21","P6_22","P6_23","P6_24","P6_25","P6_26","P6_27","P6_28","P6_29","P6_30","P6_31","P6_32","P6_33","P6_34","P6_35","P6_36","P6_37","P6_38","P6_39","P6_40","P6_41","P6_42","P6_43","P6_44","P6_45","P6_46","P6_47","P6_48","P6_49","P6_50","P6_51","P6_52","P7_121A","P7_121B","P7_121","P7_122","P7_123","P7_124","P7_125","P7_126","P7_127","EDAD","EDAD_MESES","SEXO","ENT","DOMINIO","ALTITUD","REGION","EST_DIS","UPM_DIS","ESTRATO","F_DESINF","F_DESINF_INSP","DIAS"
"01635","11","1","03","02","03","03","1","03","3","","03","03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","1","1","2","1","2","1","1","1","2","1","01","2","1","2","2","2","2","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","2","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","","","","","","","","","","003","36","1","13","2","249","4","105","01635","1",1139,1139,1202
"01635","13","1","07","02","02","06","1","02","6","","66","66","1","1","2","1","2","2","2","2","2","2","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","2","1","00","2","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","2","1","1","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","53","1","13","2","249","4","105","01635","1",1286,1286,1724
"01635","15","1","05","02","03","03","1","03","3","","12","12","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","01","07","2","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","2","2","1","2","1","1","1","1","1","10","1","2","1","2","2","1","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","1","1","2","1","1","2","1","2","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","50","1","13","2","249","4","105","01635","1",1286,1286,1611
"01635","16","1","06","02","02","05","1","02","5","","02","08","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","2","1","2","1","1","1","2","2","03","2","1","1","1","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","2","1","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","2","1","1","004","48","1","13","2","249","4","105","01635","1",1286,1286,1545
"01635","17","1","04","02","02","06","1","02","6","","66","66","1","1","8","2","1","1","1","1","2","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","9","9","9","8","2","1","1","1","1","1","00","2","1","1","2","2","2","2","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","2","1","2","2","8","8","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","003","47","1","13","2","249","4","105","01635","1",1286,1286,1538
"01636","04","1","06","02","02","06","1","02","6","","66","66","1","2","2","2","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","1","1","2","1","2","1","1","1","1","1","00","2","1","1","2","1","2","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","2","2","1","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","2","1","1","","","","","","","","","","003","38","2","13","2","2041","4","106","01636","2",1705,1705,1217
"01636","15","1","04","02","10","09","2","10","4","","66","08","1","1","1","1","1","1","2","2","2","1","1","2","1","1","2","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","05","2","1","1","1","1","1","2","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","1","1","","","","","","","","","","002","31","2","13","2","2041","4","106","01636","2",1705,1705,987
"01636","16","1","03","01","02","06","1","02","6","","66","66","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","2","1","2","1","1","1","2","2","05","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","58","2","13","2","2041","4","106","01636","2",1876,1876,1809
"01637","11","1","07","03","03","03","1","03","3","","04","04","1","1","2","2","2","1","2","1","2","2","2","1","1","1","1","01","02","2","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","04","2","1","2","2","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","2","1","2","1","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","9","2","13","2","2069","4","106","01637","2",1071,1071,332
"01637","21","1","04","02","04","05","2","04","2","","66","66","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","03","07","1","2","2","","","","","","","","2","","0","0","0","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","02","1","1","1","1","1","2","2","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","1","1","1","1","1","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","30","2","13","2","2069","4","106","01637","2",1071,1071,978
"01638","04","1","08","04","03","03","1","03","3","","01","01","1","2","2","2","2","1","1","1","2","1","1","2","1","1","1","01","07","1","1","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","2","1","2","2","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","0","2","13","2","502","4","105","01638","1",2570,2570,70
"01638","05","1","09","08","03","03","1","03","3","","01","01","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","1","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","8","8","8","8","8","8","8","8","8","8","8","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","13","1","13","2","502","4","105","01638","1",857,857,467
"01638","21","1","05","02","03","03","1","03","3","","04","04","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","2","1","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","4","1","13","2","502","4","105","01638","1",857,857,203
"01638","22","1","07","02","03","03","1","03","3","","03","19","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","2","2","2","1","2","2","1","1","2","2","00","1","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","003","42","1","13","2","502","4","105","01638","1",1714,1714,1359
"01640","01","1","04","01","10","05","1","10","5","","66","03","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02","2","1","1","1","2","1","2","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","28","1","14","1","1536","2","119","01640","3",3523,3523,892
"01640","03","1","03","01","04","03","1","04","3","","02","20","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","2","2","2","1","2","1","1","1","2","2","88","2","1","2","1","2","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","","","","","","","","","","","1","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","3","1","1","004","48","1","14","1","1536","2","119","01640","3",3274,3274,1505
"01641","05","1","03","02","08","03","2","08","1","","04","16","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","2","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","18","1","14","1","1536","2","119","01641","3",4394,4394,593
"01642","01","1","05","02","10","03","1","10","3","","66","12","2","2","2","1","2","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","2","1","88","2","1","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","","","","","","","","","","","1","1","2","1","1","2","2","2","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","004","49","2","14","1","1536","2","119","01642","3",3751,3751,1544
"01643","02","1","05","02","08","02","1","08","2","","66","66","1","1","2","1","2","2","1","1","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","2","1","09","1","1","1","1","1","1","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","004","48","2","14","1","1536","2","120","01643","4",7013,7013,1471
"01644","03","1","04","02","04","06","2","04","3","","04","04","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","88","2","1","1","2","2","2","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","2","1","2","1","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","8","2","14","1","1536","2","119","01644","3",8582,8582,288
"01646","03","1","04","01","03","03","1","03","3","","66","66","1","2","2","1","1","1","1","1","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","2","1","02","2","1","2","1","1","1","2","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","58","1","14","1","1536","2","118","01646","2",2590,2590,1817
"01647","02","1","05","02","03","03","1","03","3","","66","66","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","03","2","1","1","1","1","1","2","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","29","1","14","1","1536","2","119","01647","3",4121,4121,943
"01649","03","1","06","02","03","03","1","03","3","","02","06","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","05","01","1","1","","","","","","","","","2","","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","02","1","1","1","1","1","1","2","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","2","1","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","2","1","2","1","1","2","2","2","1","1","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","2","2","1","1","","","","","","","","","","002","32","2","14","1","1536","2","119","01649","3",4291,4291,1007
"01652","05","1","11","05","03","03","1","03","3","","07","07","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","1","2","2","2","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","2","1","2","1","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","7","2","14","1","1536","2","119","01652","3",8342,8342,239
"01654","02","1","04","01","02","06","1","02","6","","66","03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","2","2","2","1","2","1","1","2","1","1","05","2","1","1","1","1","1","2","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","1","1","2","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","003","42","2","14","1","1536","2","119","01654","3",3987,3987,1304
"01654","05","1","03","02","03","03","1","03","3","","66","01","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","1","1","1","2","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","2","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","30","1","14","1","1536","2","119","01654","3",3987,3987,930
"01657","04","1","04","02","10","09","2","10","4","","66","12","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","1","2","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","2","1","2","2","1","1","2","1","2","1","1","1","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","29","1","14","1","1536","2","119","01657","3",3511,3511,939
"01662","05","1","03","02","10","03","1","10","3","","03","15","2","2","2","1","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","05","2","1","2","1","2","1","2","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","29","1","14","1","1536","2","119","01662","3",4291,4291,917
"01663","04","1","04","02","10","03","2","10","1","","66","66","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","2","1","2","1","1","1","2","1","10","2","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","2","1","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","53","2","14","1","1536","2","120","01663","4",6269,6269,1632
"01669","05","1","04","03","10","05","2","10","2","","66","12","1","2","2","2","2","1","1","1","1","2","2","2","1","1","2","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","1","1","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","","","","","","","","","","","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","1","2","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","27","1","14","1","1536","2","119","01669","3",4242,4242,844
